match_id,radiant_win
6,0.825800442723
7,0.754767593211
10,0.187556576406
13,0.86049283391
16,0.240424715831
18,0.374367400351
19,0.529429026101
24,0.565914518132
33,0.214011849224
37,0.672120422134
41,0.1556775902
42,0.322982993852
55,0.230122087209
60,0.67113145522
62,0.552674858454
63,0.610829267098
64,0.0879891824196
71,0.552486314053
72,0.311425222943
83,0.499029956188
85,0.781851157548
89,0.931037022611
92,0.75554746921
100,0.958965047191
102,0.884258890776
108,0.535245745925
111,0.774868479436
126,0.181813622497
130,0.0517506820057
140,0.788940644931
141,0.25335393921
152,0.838045681596
153,0.74126316517
159,0.552185832678
160,0.583558853244
163,0.60262679457
178,0.558015786952
179,0.351893039959
181,0.676155796671
196,0.145208644573
206,0.115495450664
209,0.541986357114
216,0.549290197752
228,0.0754337418206
230,0.417452909349
242,0.718695526684
245,0.168415433928
261,0.499091125853
274,0.476544587616
282,0.739402909278
289,0.521344015041
296,0.092603470361
297,0.605828819349
302,0.30155526414
304,0.0224009777081
313,0.798623434484
316,0.487334889783
317,0.411997011841
344,0.879251796811
348,0.746616169847
352,0.504464637109
354,0.552050234577
361,0.44702353281
362,0.217307598069
363,0.741498150311
365,0.399618456126
375,0.296447604426
380,0.317571640885
384,0.528540372477
394,0.774609554069
399,0.60443138323
404,0.723812613729
406,0.641762985764
430,0.152343993982
432,0.321814448745
443,0.458019718139
463,0.610075875017
467,0.524090230581
474,0.176744941755
488,0.219554696337
502,0.909292107831
503,0.261560247265
507,0.28530077015
508,0.386491933658
509,0.444161373711
516,0.35429832936
528,0.274261026759
542,0.597808217147
547,0.174983812391
552,0.543786095551
555,0.61390010159
561,0.635543368305
569,0.805629788153
575,0.949473212825
576,0.809725657058
582,0.183844957977
585,0.437906150483
586,0.559024428645
590,0.798591128897
592,0.222465505445
598,0.39131558725
599,0.265938485921
600,0.729866433117
601,0.551038015043
603,0.308536147475
617,0.462956019429
628,0.462983850709
634,0.137530588256
635,0.304057484841
639,0.420995968354
644,0.653809115826
646,0.743118913066
650,0.0829248922659
659,0.833402874251
663,0.3678010312
668,0.645317131894
670,0.402087111622
678,0.416041009346
679,0.270533793517
686,0.782095706196
694,0.273748780981
696,0.896196149879
702,0.891322408046
709,0.380608099362
712,0.356065202403
723,0.219759024971
729,0.42228000533
733,0.733175664176
735,0.38393875529
737,0.362805511389
749,0.691374209015
752,0.475173309982
767,0.918254355287
771,0.117895288892
778,0.489197066324
780,0.747846568259
790,0.496297506768
797,0.359221294213
802,0.32002974928
805,0.710280922657
807,0.77090525362
808,0.846562012176
811,0.337821916478
815,0.125919442915
820,0.752372299279
838,0.159229744767
861,0.152775933253
